user_id,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Steps,Active_Minutes,Sleep_Duration,Heart_Rate_Avg,Daily_Workout_Time,Diet_Quality,Fitness_Level
1566,36,Male,56.5,1.61,189,123,58,2,1093,Yoga,32.6,3.5,3,3,25.74,9969,126,7.87,90,65,Excellent,Intermediate
1567,55,Female,78.4,1.59,171,132,74,2,1182,HIIT,13.6,3.7,3,1,12.32,6944,163,5.58,65,65,Excellent,Intermediate
1568,44,Male,78.2,1.8,171,169,59,1.79,1730,HIIT,17,3.5,5,1,18.17,8816,72,8.73,77,65,Excellent,Intermediate
1569,34,Female,74.2,1.83,194,153,60,1.24,1632,Strength,27.3,3,4,2,20.18,12918,141,6.8,91,65,Excellent,Intermediate
1570,57,Female,84,1.95,199,142,51,1.66,872,Strength,17.5,3.4,4,1,21.88,14654,60,6.79,87,65,Excellent,Intermediate
1571,47,Female,79.2,1.81,160,169,74,1.28,595,Yoga,19,3.3,2,2,20.55,14388,36,8.33,89,65,Excellent,Intermediate
1572,20,Female,102.9,1.61,172,146,70,1.57,1113,Yoga,23.5,3.2,3,3,21.82,13683,138,5.07,95,65,Excellent,Intermediate
1573,30,Female,57.8,1.89,168,165,67,1.38,1099,Strength,25.6,1.5,,1,15.3,13977,75,8.67,60,65,Excellent,Intermediate
1574,37,Female,94.5,1.73,198,135,74,1.16,717,Strength,23.8,1.6,4,3,17.52,6129,164,4.97,97,65,Excellent,Intermediate
1575,54,Male,70.9,1.7,\n175,131,74,1.5,750,HIIT,29.4,3.7,4,2,13.4,6208,124,8.58,92,65,Excellent,Intermediate
1576,54,Female,52.6,1.81,167,167,53,1.46,988,Yoga,26.7,2.4,2,1,27.97,8085,38,7.24,90,65,Excellent,Intermediate
1577,31,Female,50.9,1.51,174,130,58,2,1743,Strength,26.9,3.5,,1,22.5,3212,94,5.37,63,65,Excellent,Intermediate
1578,43,,58.9,1.85,174,139,67,1.41,1217,,19.9,2,2,1,20.61,9525,150,8.99,100,65,Excellent,Intermediate
1579,22,Female,69.3,1.56,164,136,50,1.33,1084,Yoga,30.7,3.4,3,,23.56,12374,151,7.75,94,65,Excellent,Intermediate
1580,18,Female,93.3,1.71,199,,50,1.59,1166,Yoga,22.3,2.6,4,1,24.01,10446,37,7.06,69,65,Excellent,Intermediate
1581,24,Female,91.2,1.82,181,158,74,1.49,1263,,26.9,1.8,2,2,12.74,4702,63,4.41,67,65,Excellent,Intermediate
1582,45,Female,40,1.59,199,144,70,1.2,,HIIT,15.3,,3,3,19.33,14561,45,5.57,94,65,Excellent,Intermediate
1583,34,,80.6,1.76,177,163,,2,1783,Cardio,27.5,3.4,4,1,13.09,3918,79,7.28,61,65,Excellent,Intermediate
1584,25,Male,40,1.56,195,132,57,0.65,499,Yoga,16.7,3.4,3,2,12.32,7546,111,8.49,70,65,Excellent,Intermediate
1585,45,Male,76.6,1.77,181,122,64,1.82,1186,Cardio,19.1,3.5,2,1,20.79,8450,123,6.58,85,65,Excellent,Intermediate
1586,25,Female,61.1,1.72,176,162,53,0.92,1378,Strength,15,3.4,4,1,12.62,12614,45,4.32,92,65,Excellent,Intermediate
1587,51,Female,58.8,1.78,172,120,54,2,1113,HIIT,31.5,2.3,4,1,,9821,51,4.86,62,65,Excellent,Intermediate
1588,31,Female,48.4,1.81,178,120,71,1.45,1004,Strength,23.1,1.5,3,1,31.33,5416,159,6.05,100,65,Excellent,Intermediate
1589,28,Female,77.8,1.62,164,161,70,1.52,1095,Strength,23.1,3.5,5,2,21.22,7514,173,5.75,81,65,Excellent,Intermediate
1590,48,Male,119.9,1.73,165,156,66,0.99,781,Cardio,18.5,3.6,3,1,18.18,3052,52,6.83,89,65,Excellent,Intermediate
1591,44,,64.5,1.5,173,166,50,0.54,874,Yoga,25.2,1.9,3,2,12.32,10639,53,4.91,65,81,Good,Beginner
1592,39,Female,84,1.79,176,126,72,1.5,1057,HIIT,28,3.3,3,1,30.44,4444,35,7.83,60,81,Good,Beginner
1593,34,Male,80.7,1.8,193,153,57,1.18,930,Yoga,27.2,2.3,3,1,13.63,6041,147,4.41,75,81,Good,Beginner
1594,24,Female,102.6,1.67,190,132,73,1.41,800,Yoga,28.3,1.5,3,2,18.79,6563,78,7.74,68,81,Good,Beginner
1595,51,Female,80.4,1.64,181,,74,1.07,913,Cardio,26.4,1.5,5,3,12.32,8042,103,4.89,68,81,Good,Beginner
1596,42,Female,57.1,1.84,199,163,74,1.2,303,Strength,21.3,2.7,3,1,14.84,8087,87,8.18,77,81,Good,Beginner
1597,23,Female,60.5,1.88,166,149,63,,907,Yoga,23.5,3.1,4,1,15.38,12257,105,5.3,88,81,Good,Beginner
1598,18,Female,98.5,1.99,187,153,57,1.95,859,Yoga,22.7,1.9,3,2,15.7,6264,120,6.89,82,81,Good,Beginner
1599,23,Female,68,1.74,175,120,68,1.01,694,HIIT,24.5,3.5,5,2,17.47,7334,73,4.18,97,81,Good,Beginner
1600,18,Male,40,1.82,177,127,74,0.73,352,Yoga,26,3.4,3,2,28.42,13515,175,5.05,87,81,Good,Beginner
1601,50,Male,41.9,2,199,161,74,1.24,953,Cardio,24.6,3.2,3,2,16.02,9318,103,5.04,92,81,Good,Beginner
1602,18,Male,60.5,1.57,177,131,59,1.3,1286,HIIT,28.1,2.6,3,2,19.42,8683,98,4.45,73,81,Good,Beginner
1603,32,Male,40,1.61,176,156,59,,582,Yoga,15.1,3.4,4,1,25.61,12037,96,4.16,67,81,Good,Beginner
1604,46,Male,40.7,1.66,190,169,58,0.92,760,HIIT,27.2,3.5,5,2,18.76,7230,77,6.38,89,81,Good,Beginner
1605,18,Female,53.8,1.7,197,120,69,1.01,1274,Strength,31.4,2.4,3,3,15.72,11471,174,5.89,97,81,Good,Beginner
1606,18,,115.4,1.79,188,168,72,2,859,Yoga,31.2,1.8,3,2,19.06,12614,56,7.15,60,81,Good,Beginner
1607,46,Male,54,1.82,177,163,63,1.4,979,Yoga,33.7,3.7,2,2,14.05,3554,115,5.68,66,81,Good,Beginner
1608,24,Male,105.7,2,187,145,58,1.48,1002,Strength,25.9,2.5,3,1,43.01,5600,108,4.81,94,81,Good,Beginner
1609,31,Male,87.3,1.65,176,137,74,0.91,1262,Yoga,31.5,,4,2,26.33,6065,142,8.05,89,81,Good,Beginner
1610,30,Female,57.7,1.76,160,152,59,1.82,314,Cardio,23.2,1.8,4,3,12.32,6050,141,7.65,90,81,Good,Beginner
1611,24,Male,72.7,2,190,131,56,1.33,1126,Cardio,12.6,3.6,2,2,23.15,12725,125,7,90,81,Good,Beginner
1612,25,,102.4,1.68,188,141,56,1.66,1553,Yoga,18.6,1.7,2,2,16.38,6990,40,8.85,74,81,Good,Beginner
1613,29,Female,81.4,1.89,177,137,70,1.01,503,Yoga,14.5,1.5,,1,21.8,14117,139,7.87,96,81,Good,Beginner
1614,39,Male,81.9,1.72,187,156,53,1.19,1329,Yoga,24.2,3.4,4,2,12.91,11306,71,6.56,79,81,Good,Beginner
1615,48,Female,65.1,1.79,189,120,74,1.26,325,Strength,23.5,2.1,5,3,28.56,9565,164,4.99,96,81,Good,Beginner
1616,28,Female,67.8,1.57,198,135,67,2,1062,Strength,30.5,1.5,3,1,14.86,12778,115,7.94,63,81,Good,Beginner
1617,25,Male,56.9,1.61,183,130,,1.33,804,HIIT,20.1,1.5,4,2,23.68,5286,66,8.01,89,81,Good,Beginner
1618,53,Female,55,1.6,181,133,74,1.25,645,Strength,28.2,2.4,4,1,21.6,4481,30,7.29,72,81,Good,Beginner
1619,38,,42.6,1.61,172,122,69,1.13,462,Yoga,14.9,2.5,2,,15.67,9487,50,4.92,73,81,Good,Beginner
1620,50,Female,61.5,1.57,199,139,71,0.95,798,Cardio,22.5,3.5,4,2,17.3,5819,92,4.77,95,81,Good,Beginner
1621,27,Male,64.2,1.89,188,143,51,2,1662,Strength,23,3.1,4,2,17.41,10152,70,5.72,90,89,Excellent,Intermediate
1622,38,Male,76.7,1.99,192,131,74,1.14,1263,Strength,28.3,1.6,5,1,14.98,9131,84,8.56,84,89,Excellent,Intermediate
1623,51,Male,100.2,,164,153,72,1.16,1499,Yoga,10,1.7,4,1,16.37,12008,54,5.94,80,89,Excellent,Intermediate
1624,54,Female,58.1,1.57,182,169,74,1.59,649,Cardio,19.7,3.4,3,2,23.19,10593,113,8.49,87,89,Excellent,Intermediate
1625,33,Female,58.2,1.62,170,163,60,1.21,1524,Cardio,26.5,2.8,3,2,12.32,5187,48,5.73,97,89,Excellent,Intermediate
1626,30,Male,80.1,,192,153,50,0.55,1222,Strength,31.7,1.5,3,1,19.51,12780,75,7.84,83,89,Excellent,Intermediate
1627,46,Male,55.1,1.62,170,166,52,1.03,1370,Cardio,34.4,1.8,2,1,26.04,3440,30,7.05,85,89,Excellent,Intermediate
1628,32,Female,51.2,1.9,162,160,60,1.25,988,Cardio,21.6,2.5,3,2,22.51,8935,65,6.5,62,89,Excellent,Intermediate
1629,43,Male,40,1.95,162,138,58,2,918,Yoga,26.4,1.8,4,2,18.66,4265,53,5.7,71,89,Excellent,Intermediate
1630,42,Male,45.3,1.53,193,128,74,1.05,810,,21.1,2.4,2,2,17.18,6460,109,5.93,90,89,Excellent,Intermediate
1631,22,Female,54.1,1.76,178,127,65,1.42,501,Strength,29.2,3.7,4,1,22.15,9974,137,4.9,85,89,Excellent,Intermediate
1632,24,Male,58.8,1.89,163,150,73,1.28,800,Strength,27.1,2.5,2,2,15.86,3570,57,6.32,65,89,Excellent,Intermediate
1633,36,,55.5,1.69,198,132,71,1.85,1590,Cardio,15.3,2.2,3,2,27.8,14179,55,7.28,85,89,Excellent,Intermediate
1634,27,Female,40,1.8,162,140,74,1.42,901,HIIT,22.2,2.5,5,1,29.73,8673,62,6.87,84,89,Excellent,Intermediate
1635,41,Male,53,1.62,161,142,61,1.42,761,Strength,21,3.3,3,1,20.51,3200,154,7.27,85,89,Excellent,Intermediate
1636,18,Female,83.5,1.67,162,169,70,1.54,1389,Cardio,12.1,1.7,2,1,33.8,14244,107,6.12,100,89,Excellent,Intermediate
1637,51,Female,58.6,2,162,150,55,1.28,1030,Strength,16.7,3.4,3,2,37.28,9921,145,6.51,90,89,Excellent,Intermediate
1638,18,Female,40,1.9,166,169,57,1.28,1556,Strength,17.4,2.1,2,3,19.51,4899,166,8.86,67,89,Excellent,Intermediate
1639,44,Female,91.2,1.87,194,141,66,1.66,1345,Yoga,22.7,2.5,2,1,15.5,14665,166,7.8,65,89,Excellent,Intermediate
1640,31,Male,60.7,1.62,198,120,71,1.35,967,Yoga,31.2,3.2,4,2,23.83,5930,96,4.99,99,89,Excellent,Intermediate
1641,36,Male,62.2,1.5,192,132,61,2,913,HIIT,11.4,1.5,3,2,22.96,5463,141,4.24,78,89,Excellent,Intermediate
1642,23,Female,62.1,1.83,168,149,51,1.39,1135,Yoga,26.1,2,3,2,21.35,14921,155,6.3,63,89,Excellent,Intermediate
1643,24,Male,79,1.62,177,169,73,1,887,Yoga,25,3.5,2,3,12.32,3652,94,6.13,78,89,Excellent,Intermediate
1644,38,Male,58.4,1.65,169,141,53,2,1109,Yoga,24,2.3,2,1,35.49,12819,75,5.47,86,89,Excellent,Intermediate
1645,31,Female,75.8,1.7,199,129,60,0.87,922,HIIT,24.2,1.9,2,1,15.58,3385,106,7.18,98,89,Excellent,Intermediate
1646,55,Female,65.5,1.94,170,123,74,1.37,787,HIIT,28.7,3.1,3,1,17,3287,39,6.66,85,89,Excellent,Intermediate
1647,52,Female,81,1.62,178,146,53,1.44,1628,Strength,25.4,2.5,4,1,17.41,4829,166,4.47,69,89,Excellent,Intermediate
1648,24,Female,84.5,1.84,171,128,63,0.7,1067,,32,2.4,2,1,12.32,7073,100,5.73,89,89,Excellent,Intermediate
1649,18,Male,48.7,1.75,187,141,70,2,1266,\tCardio,34.4,2.6,3,1,38.48,13369,164,6.85,62,89,Excellent,Intermediate
1650,30,Male,88.3,1.72,195,158,70,,1327,,12.3,3.6,3,2,33.99,14288,39,4.73,100,89,Excellent,Intermediate
1651,53,Female,,1.55,190,150,71,,1006,Strength,22.8,3.5,4,2,29.07,4253,50,5.69,100,120,Good,Advanced
1652,56,Female,85.2,1.6,163,151,51,1.25,672,Yoga,26.5,1.7,3,1,21.05,4656,35,4.92,76,120,Good,Advanced
1653,,Male,68.7,1.81,192,169,62,1.08,1783,Strength,10,3.4,,1,32.2,7947,50,8.18,87,120,Good,Advanced
1654,40,Male,97.4,1.66,166,149,60,1.16,700,HIIT,20.8,,2,2,25.05,14822,176,5.3,79,120,Good,Advanced
1655,33,Male,73.3,1.86,187,123,60,1.22,1254,Cardio,35,1.9,4,1,15.26,4907,92,7.47,63,120,Good,Advanced
1656,33,Female,44.9,1.73,176,158,74,2,905,Strength,27,2.1,3,2,23.8,13085,85,7.8,87,120,Good,Advanced
1657,39,Male,59.9,1.71,174,131,50,1.41,733,Yoga,24.7,2.9,2,2,19.74,9131,77,5.38,62,120,Good,Advanced
1658,40,Male,43.9,1.92,186,143,74,0.83,1018,Yoga,12,3.1,3,1,29.23,7502,76,7.39,77,120,Good,Advanced
1659,20,Male,40,1.52,164,144,65,1.53,629,Strength,22.6,3.1,4,1,22.23,12906,34,7.91,68,120,Good,Advanced
1660,26,Male,65.9,1.99,166,127,71,1.08,1218,Cardio,22,2.6,4,2,13.91,3082,111,4.49,74,120,Good,Advanced
1661,21,Female,59.8,1.65,162,169,74,1.5,1130,Cardio,30.4,3.2,5,3,12.32,7501,86,4.32,78,120,Good,Advanced
1662,36,Female,77.7,1.66,193,120,72,1.21,1115,Strength,11.3,2.2,2,3,22.23,3296,147,6.94,100,120,Good,Advanced
1663,30,Male,61.6,1.77,170,130,74,2,1068,Yoga,24.3,1.5,5,2,24.78,14930,129,6.38,95,120,Good,Advanced
1664,18,Female,44.2,1.64,171,164,66,1.14,1083,Yoga,16.1,2.2,5,2,18.36,12752,111,5.73,88,120,Good,Advanced
1665,22,Male,63.7,1.85,192,122,53,1.06,1032,Yoga,24.4,2.5,3,3,13.95,3205,157,5.05,70,120,Good,Advanced
1666,45,Male,54.4,1.55,182,139,74,2,1179,HIIT,24.3,3.1,5,3,12.32,5486,133,4.16,96,120,Good,Advanced
1667,43,Female,93.8,1.65,170,162,61,1.37,848,Strength,,2.8,3,1,15.58,14026,173,8.92,65,120,Good,Advanced
1668,18,Female,77.7,1.55,178,131,67,1.4,1259,Strength,14.8,2.4,3,2,12.32,4287,165,5.85,78,120,Good,Advanced
1669,18,Male,57.6,1.74,172,120,74,1.46,635,Strength,15,3.2,2,3,12.8,6400,149,4.15,99,120,Good,Advanced
1670,20,Male,75.6,1.74,192,128,72,1.86,906,Cardio,21.4,3.3,4,2,34.73,8166,120,6.82,86,120,Good,Advanced
1671,47,Male,85.5,1.84,172,152,68,0.98,773,Cardio,24.1,2.6,2,2,19.61,12583,102,6.78,91,120,Good,Advanced
1672,25,Male,62.4,1.59,166,151,66,1.27,903,,11,3,4,1,32.63,3383,167,4.66,98,120,Good,Advanced
1673,31,Female,53.5,1.68,180,155,57,0.86,875,Strength,22.6,3.3,2,1,20.61,6845,85,5.06,67,120,Good,Advanced
1674,47,Male,78.8,1.82,167,144,66,1.66,1163,Cardio,31.7,2.8,4,2,15.78,5023,70,7.83,85,120,Good,Advanced
1675,20,Male,40,1.97,173,133,74,2,916,Cardio,18.8,2.3,2,1,13.57,12351,85,6.09,98,120,Good,Advanced
1676,56,Male,51.5,1.66,198,167,70,2,843,Strength,24.2,2.4,3,3,25.65,12012,122,7.15,100,120,Good,Advanced
1677,24,Male,80.9,1.74,181,128,61,1.19,1705,HIIT,10,2.7,4,1,12.32,7569,167,6.66,74,120,Good,Advanced
1678,29,Female,85.3,1.68,161,133,74,1.45,1269,Cardio,26.1,2.5,4,3,15.99,13423,148,5.43,88,120,Good,Advanced
1679,18,Female,47.8,1.73,162,136,56,1.42,562,Cardio,23.9,3.4,3,1,14.48,9618,75,6,60,120,Good,Advanced
1680,36,Female,87.9,1.54,177,129,58,1.93,1010,Cardio,21.1,3.3,3,1,29.54,5571,148,7.28,66,120,Good,Advanced
1681,49,Female,43.6,1.68,170,124,73,0.94,739,Yoga,27.6,3.5,4,2,30.46,11727,137,8.87,86,82,Average,Beginner
1682,40,Female,55.7,1.6,184,133,72,1.4,749,Yoga,23.7,2.6,4,2,24.88,9280,87,4.69,99,82,Average,Beginner
1683,20,Female,73.5,1.87,167,145,68,2,1338,HIIT,21.9,3.5,3,,22.35,6094,176,7.66,61,82,Average,Beginner
1684,31,Female,52.7,1.65,199,138,74,1.92,1102,HIIT,24,3.3,2,3,18.38,11247,72,6.85,90,82,Average,Beginner
1685,47,Female,87.1,1.7,174,160,63,1.4,562,HIIT,26,3.7,5,1,26.61,8325,124,4.11,98,82,Average,Beginner
1686,47,,71.5,1.79,162,169,65,1.84,822,HIIT,29.1,2.3,5,2,25.83,14212,160,8.32,70,82,Average,Beginner
1687,48,Female,57.3,1.9,172,,55,1.62,877,Yoga,10,2.8,2,2,38.13,13717,91,4.88,72,82,Average,Beginner
1688,54,,40,1.75,174,166,66,1.58,409,Cardio,27.9,3.5,5,2,17.72,10500,46,8.47,73,82,Average,Beginner
1689,44,Male,94.4,1.82,182,140,57,1.38,1369,HIIT,20.7,3.2,3,1,22.79,8287,92,7.42,88,82,Average,Beginner
1690,46,Male,44.9,1.93,177,154,58,2,1434,HIIT,31.4,3.5,4,2,12.32,12463,148,6.5,67,82,Average,Beginner
1691,55,Male,61.9,1.74,163,140,73,0.97,598,Strength,23.6,3.1,2,1,27.13,6963,70,5.22,64,82,Average,Beginner
1692,24,Male,83.4,1.7,162,169,51,1.87,879,Yoga,26.4,3.3,4,1,21.68,12896,134,8.34,90,82,Average,Beginner
1693,18,Female,83.6,1.84,186,137,73,1.33,1338,Strength,35,2.6,2,2,30.41,3112,136,8.79,94,82,Average,Beginner
1694,18,Male,87.3,1.71,199,145,65,1.16,1783,Cardio,30,3.3,3,3,12.32,9313,166,7.57,88,82,Average,Beginner
1695,18,Female,48.6,1.72,180,136,72,1.38,1185,Strength,23.5,1.8,,2,21.68,4982,45,5.46,85,82,Average,Beginner
1696,18,Female,80.7,2,184,142,74,0.72,1221,Yoga,25.6,1.9,2,2,18.28,10877,123,6,92,82,Average,Beginner
1697,33,Female,62.6,1.71,192,158,57,1.99,1081,Yoga,31.3,3.5,2,2,31.79,14880,139,7.94,66,82,Average,Beginner
1698,19,Male,41.9,1.69,176,138,74,1.89,1010,Yoga,27.9,2.6,2,2,17.97,13309,178,7.77,67,82,Average,Beginner
1699,58,Male,47.6,1.84,182,155,66,1.59,635,Yoga,11.2,2.6,4,3,13.65,5391,135,7.28,69,82,Average,Beginner
1700,18,Female,129.9,1.76,168,135,50,1.3,1208,HIIT,25.1,2,3,2,13.89,14829,83,5.32,81,82,Average,Beginner
1701,58,Female,73.3,1.69,180,156,72,1.6,1350,Yoga,25.4,3,4,1,38.45,6982,147,8.5,91,82,Average,Beginner
1702,47,Male,45.4,1.81,189,128,55,1.01,662,Strength,28.6,3.6,4,1,29.15,13519,117,5.48,88,82,Average,Beginner
1703,47,Male,50.6,1.65,192,169,63,1.36,594,Strength,25.5,2.2,5,2,28.24,7009,96,6.84,98,82,Average,Beginner
1704,56,Male,54,1.92,190,129,73,0.61,985,HIIT,21.6,2.5,3,2,12.32,8417,67,6.61,61,82,Average,Beginner
1705,34,Female,73.1,1.73,166,161,69,1.64,765,Yoga,27,3.3,4,2,21.47,3585,174,5.81,78,82,Average,Beginner
1706,36,Male,47.2,1.83,,146,54,1.3,775,HIIT,29.9,3.4,4,1,13.01,6621,70,6.84,79,82,Average,Beginner
1707,21,Female,48.7,,198,162,56,1.06,1503,HIIT,10.1,3.4,2,2,23.7,8024,105,4.77,68,82,Average,Beginner
1708,29,Female,66.1,1.63,181,169,71,1.48,666,HIIT,30.6,1.6,5,1,17.15,10787,128,5.29,74,82,Average,Beginner
1709,18,Male,59,1.78,173,169,51,1.07,904,Strength,18.9,3.2,2,3,12.32,5400,179,5.51,97,82,Average,Beginner
1710,33,Female,94.2,1.86,172,148,61,1.34,685,Cardio,28.9,1.8,3,1,22.89,3458,160,7.73,93,82,Average,Beginner
1711,38,Male,40,1.86,187,126,71,1.6,1059,Cardio,14.7,3,2,2,12.32,3197,73,8.86,69,64,Excellent,Intermediate
1712,18,Female,73.6,1.53,186,128,50,1.46,1222,Cardio,25.2,2.3,3,1,14.92,9649,110,6.62,84,64,Excellent,Intermediate
1713,50,Male,69.1,1.88,,131,55,0.99,777,Yoga,19.9,3.7,3,1,17.62,12619,164,6.41,90,64,Excellent,Intermediate
1714,31,Female,60.2,1.75,166,155,57,0.92,819,Cardio,10,3.2,5,1,12.32,10950,46,5.71,79,64,Excellent,Intermediate
1715,40,Male,73.8,1.85,185,165,59,1.99,1485,,27.9,2,4,1,22.4,9223,101,7.04,67,64,Excellent,Intermediate
1716,18,Male,72.8,1.84,174,152,62,1.32,730,Cardio,23.5,2.1,2,3,12.32,6382,157,6.3,100,64,Excellent,Intermediate
1717,33,Female,40,1.63,165,159,74,2,935,Yoga,28.2,1.6,2,3,12.98,13649,164,8.49,72,64,Excellent,Intermediate
1718,33,Female,99.6,1.72,164,169,70,1.41,962,HIIT,23.6,3.7,5,2,28.7,3199,132,7.13,81,64,Excellent,Intermediate
1719,48,Male,71.5,1.71,183,151,62,1.05,,Strength,22,2.7,4,3,20.39,8956,171,8.81,94,64,Excellent,Intermediate
1720,55,Male,64.4,1.76,163,144,74,1.48,717,Cardio,26.7,1.7,2,3,21.26,11313,44,6.23,93,64,Excellent,Intermediate
1721,50,Female,56.4,1.67,193,128,59,1.9,1190,HIIT,17.5,3.7,2,2,12.32,4301,76,7.45,75,64,Excellent,Intermediate
1722,21,Male,45.2,1.73,198,156,59,1.07,1562,Cardio,24.2,2.8,4,2,22.25,7062,146,4.89,98,64,Excellent,Intermediate
1723,49,Female,86,1.5,192,127,65,1.79,636,HIIT,22.1,1.8,4,3,,6741,53,7.72,64,64,Excellent,Intermediate
1724,49,,70,1.64,182,134,71,1.5,1132,Cardio,29.2,,4,3,18.38,7354,45,5.04,75,64,Excellent,Intermediate
1725,33,Female,60.7,2,188,169,74,1.42,705,Cardio,23.3,3.2,4,2,21.91,5171,152,6.32,94,64,Excellent,Intermediate
1726,42,Male,53.6,1.86,199,167,62,2,1096,Strength,21.9,3.4,3,1,20.71,12595,48,4.98,67,64,Excellent,Intermediate
1727,35,Female,64.3,1.79,188,148,62,1.63,1192,HIIT,16.3,2.2,5,2,13.91,3836,80,4.5,97,64,Excellent,Intermediate
1728,18,Male,78,1.51,182,169,64,1.06,990,Strength,31.4,3.1,3,2,12.32,10240,106,6.85,97,64,Excellent,Intermediate
1729,46,Male,50.2,1.8,193,132,74,1.21,893,HIIT,28.4,3.4,3,3,15.85,6522,58,7.6,88,64,Excellent,Intermediate
1730,29,Female,57,1.62,188,126,70,2,998,Yoga,17.9,3.4,4,1,13.32,10041,146,8.96,76,64,Excellent,Intermediate
1731,50,Male,87.6,1.67,172,156,74,0.97,1005,,23,2,4,2,23.76,13528,156,7.16,81,64,Excellent,Intermediate
1732,20,Female,86,1.69,183,136,58,1.16,861,Strength,23.3,3.6,5,,28.85,9671,102,8.76,79,64,Excellent,Intermediate
1733,28,Female,43.3,1.78,193,128,72,1.27,1479,HIIT,26.3,3.4,3,1,31.04,11311,93,5.71,95,64,Excellent,Intermediate
1734,18,Male,65.9,1.78,170,135,69,2,1734,Yoga,23.9,3.1,3,1,24.81,7328,142,4.56,71,64,Excellent,Intermediate
1735,18,Female,61,1.51,173,146,58,2,1403,Cardio,21.7,2.1,2,2,12.32,11242,160,6.35,70,64,Excellent,Intermediate
1736,22,Male,71,1.72,192,128,59,1.44,1436,Cardio,28.5,3.2,3,2,17.82,10988,140,7.36,66,64,Excellent,Intermediate
1737,44,Male,56.7,1.77,194,161,68,1.47,,Strength,28,3.5,2,3,19.97,5929,167,8.11,72,64,Excellent,Intermediate
1738,42,Female,57.3,1.76,174,131,74,1.13,841,Yoga,22.1,1.9,4,3,12.46,10261,84,5.54,79,64,Excellent,Intermediate
1739,26,Male,95.2,1.68,163,142,68,0.71,1196,Strength,24.2,3.7,4,2,19.46,4781,150,4.51,79,64,Excellent,Intermediate
1740,38,Male,71.7,1.71,187,,74,1.39,542,Yoga,26.5,3.1,3,1,12.32,8243,69,5.62,72,64,Excellent,Intermediate
1741,49,Female,68.8,1.66,190,137,63,2,1023,Yoga,26.2,2.6,2,1,15.5,12986,70,7.05,70,92,Good,Advanced
1742,43,Female,69.7,1.75,193,162,53,0.52,1262,Cardio,26.1,1.5,3,2,22.68,9491,151,7.27,86,92,Good,Advanced
1743,34,Female,102.9,1.64,188,124,74,1.24,700,Strength,24.2,3.3,4,1,14.76,8335,97,6.36,79,92,Good,Advanced
1744,23,Female,90.5,1.5,182,148,67,1.16,1204,Strength,23.3,2.8,2,2,15.69,14902,115,7.63,80,92,Good,Advanced
1745,29,Female,40,1.72,194,127,68,1.51,1005,HIIT,27.1,2.1,2,1,21.98,9075,174,5.97,86,92,Good,Advanced
1746,31,Male,81.9,1.63,168,126,56,1.17,760,Cardio,23.1,2.1,4,2,12.32,10368,133,4.28,86,92,Good,Advanced
1747,38,Male,99.6,1.6,173,132,56,1.01,1128,Strength,30.6,3.4,2,2,16.92,3092,65,8.87,77,92,Good,Advanced
1748,18,Female,65.7,1.72,180,169,56,2,1005,HIIT,27,3,3,2,21.61,8793,81,5.04,76,92,Good,Advanced
1749,18,Male,,1.84,179,136,74,1.52,1256,Strength,22.5,3.4,2,2,18.9,3319,36,5.61,84,92,Good,Advanced
1750,41,Female,85.7,1.66,170,134,74,1.69,475,Yoga,11.1,1.5,4,1,17.33,7829,81,7.99,99,92,Good,Advanced
1751,29,Male,62,1.74,181,158,53,1.15,549,Yoga,22.5,2.2,,,16.32,8336,100,4.53,75,92,Good,Advanced
1752,45,Male,70.9,2,198,128,73,1.19,1064,HIIT,27.8,1.5,3,1,27.46,11240,152,8.71,97,92,Good,Advanced
1753,49,Female,59.2,1.55,185,169,63,1.32,1169,Yoga,25.1,1.7,4,1,27.18,5628,41,7.91,84,92,Good,Advanced
1754,29,Male,83.7,1.8,190,149,74,1.43,1157,Cardio,16,3.5,,1,13.59,10698,154,5.25,98,92,Good,Advanced
1755,55,Female,53.8,1.52,191,136,55,1.17,1102,HIIT,20.4,3.6,3,2,23.84,14268,55,4.28,81,92,Good,Advanced
1756,18,Female,68.1,1.66,160,120,65,1.43,1343,Cardio,27.2,3.3,4,1,25.77,12602,142,8.62,67,92,Good,Advanced
1757,41,Female,105.1,1.67,194,127,68,1.3,1068,Strength,30.6,3.5,3,3,17.65,7522,48,5.62,86,92,Good,Advanced
1758,24,,45.5,2,169,164,60,1.82,1297,HIIT,24.9,2.2,3,1,17.6,10730,180,5.49,72,92,Good,Advanced
1759,51,Male,58.8,1.63,188,155,59,1.1,897,Cardio,24.7,3.3,2,1,21.73,5486,92,5.64,94,92,Good,Advanced
1760,20,Male,52.9,1.8,163,159,57,1.45,1117,Strength,27.1,3.3,3,1,27.72,12205,165,8.09,61,92,Good,Advanced
1761,43,Female,57.1,1.96,196,149,51,1.88,858,Cardio,29.9,3.2,5,,13.07,13824,47,8.35,80,92,Good,Advanced
1762,23,Male,68.6,1.8,196,138,65,1.08,578,Strength,16.8,2.6,2,1,21.41,5301,144,7.74,73,92,Good,Advanced
1763,39,Male,76.2,1.77,164,169,74,2,1196,HIIT,28.7,3.3,2,1,17.38,8918,88,6.3,81,92,Good,Advanced
